obsra,obsdec,z_helio,quality,specid
+20:15:50.58,-12:27:48.0,     +0.002146,          3,              121371
+23:52:02.86,-52:34:38.0,     +0.002132,          4,              115182
+20:52:07.84,-69:12:29.3,     +0.002119,          4,               96131
+04:52:58.80,-05:18:40.0,     +0.002107,          4,              125249
+04:54:13.45,-53:21:39.4,     +0.002087,          4,               28868
+13:37:06.14,-29:53:18.6,     +0.002067,          4,               68754
+10:05:41.60,-07:58:53.4,     +0.002033,          4,               47492
+09:56:37.57,-09:29:10.8,     +0.002010,          4,               47767
+03:20:06.96,-52:11:07.9,     +0.002001,          4,               20367
+13:40:18.41,-28:53:32.0,     +0.001942,          4,               67583
+13:57:01.37,-35:19:58.7,     +0.001841,          3,               71511
+02:03:10.19,-50:57:16.1,     +0.001825,          4,              122785
+00:09:56.19,-24:57:51.8,     +0.001818,          4,                 809
+02:31:36.49,-15:15:17.4,     +0.001817,          4,               15759
+09:57:08.90,-09:15:48.3,     +0.001810,          4,               47771
+03:18:23.70,-66:28:38.5,     +0.001772,          4,               19136
+01:53:25.32,-49:57:18.1,     +0.001769,          3,              122802
+03:39:30.84,-18:41:17.4,     +0.001769,          4,               21942
+13:33:43.98,-48:09:04.2,     +0.001762,          4,               69950
+05:27:05.75,-20:40:40.0,     +0.001758,          4,               31576
+03:16:35.56,-67:07:13.7,     +0.001652,          3,               19137
+13:36:53.66,-29:49:14.8,     +0.001641,          4,               67095
+13:45:04.26,-31:38:05.6,     +0.001592,          4,               68278
+00:14:03.97,-23:10:54.6,     +0.001569,          4,                1666
+05:27:04.53,-21:16:25.8,     +0.001547,          4,               31577
+15:59:05.31,-15:42:53.4,     +0.001500,          4,               80458
+09:26:12.42,-76:37:36.9,     +0.001498,          4,               46467
+01:15:03.23,-00:24:53.7,     +0.001494,          4,              122279
+20:39:10.01,-47:02:53.5,     +0.001482,          4,              130471
+13:37:10.21,-29:51:24.8,     +0.001476,          4,               68675
+04:04:56.23,-17:29:59.3,     +0.001454,          4,              124192
+06:26:53.94,-10:15:35.5,     +0.001323,          4,              126047
+00:55:03.21,-37:41:29.9,     +0.001270,          4,                5941
+00:15:25.13,-21:26:39.8,     +0.001256,          4,                3000
+10:02:59.73,-26:08:45.8,     +0.001250,          4,               47022
+03:07:13.86,-00:10:35.1,     +0.001245,          4,              123373
+04:35:53.02,-12:30:32.8,     +0.001170,          4,              124399
+05:46:28.88,-69:35:14.1,     +0.001129,          4,               34137
+21:41:15.00,-09:40:02.7,     +0.001126,          4,              102508
+13:49:17.50,-36:03:48.4,     +0.001112,          4,               70214
+01:35:01.15,-41:25:58.6,     +0.001087,          4,               10371
+20:40:44.58,-19:17:43.0,     +0.001080,          4,              120034
+02:38:47.59,-04:28:25.6,     +0.001078,          4,              123158
+03:59:32.72,-17:39:25.7,     +0.001072,          4,              124187
+05:33:35.29,-68:33:02.9,     +0.001047,          4,               34139
+05:33:49.90,-68:18:10.9,     +0.001017,          4,               34142
+01:07:28.72,-73:04:36.0,     +0.001009,          4,                4614
+05:27:27.41,-68:24:50.7,     +0.001006,          4,               34138
+03:36:22.34,-30:17:49.8,     +0.001000,          4,               21300
+04:43:02.05,-70:34:05.3,     +0.000989,          4,               28273
+08:58:53.22,-65:31:02.5,     +0.000916,          4,               43643
+11:29:36.82,-35:19:07.5,     +0.000879,          3,               55583
+00:47:09.07,-20:49:02.9,     +0.000818,          4,                5994
+03:43:35.82,-04:09:45.9,     +0.000718,          4,              124072
+14:59:16.91,-00:11:59.5,     +0.000708,          4,               76899
+16:53:04.88,-21:31:49.7,     +0.000674,          3,              121628
+00:54:16.35,-37:34:57.3,     +0.000643,          4,                4957
+00:47:01.10,-20:43:35.8,     +0.000628,          4,                5997
+09:14:25.43,-27:11:57.2,     +0.000599,          4,              126971
+01:08:29.49,-22:08:06.1,     +0.000573,          3,                7280
+05:06:24.47,-32:41:38.9,     +0.000561,          3,               28756
+04:56:30.47,-40:03:47.3,     +0.000535,          3,               28488
+08:24:22.46,-17:08:01.2,     +0.000533,          4,               41463
+06:40:46.81,-24:23:14.6,     +0.000532,          4,               37474
+12:32:44.74,-03:59:52.0,     +0.000517,          3,               61168
+11:48:22.32,-21:59:36.5,     +0.000490,          4,               56849
+08:43:11.83,-18:56:58.6,     +0.000468,          4,               42644
+03:37:23.95,-13:25:56.6,     +0.000401,          3,               21201
+06:58:11.78,-45:47:46.9,     +0.000399,          3,              118612
+19:16:35.59,-14:46:49.9,     +0.000366,          4,               88818
+18:49:22.86,-42:19:28.1,     +0.000365,          4,               88163
+00:07:23.34,-08:41:35.2,     +0.000335,          4,                 536
+08:17:54.48,-07:26:55.2,     +0.000311,          3,              126779
+23:04:49.88,-60:07:14.9,     +0.000308,          3,              111533
+10:22:59.17,-42:11:30.6,     +0.000289,          4,               49974
+08:55:43.38,-26:02:20.8,     +0.000286,          3,               42980
+04:26:11.33,-24:46:10.6,     +0.000280,          3,               25693
+03:59:24.24,-39:01:08.4,     +0.000262,          4,               23124
+04:19:01.58,-56:22:27.5,     +0.000259,          4,              124273
+14:15:53.02,-31:39:28.6,     +0.000259,          3,               73484
+03:34:24.08,-44:18:36.9,     +0.000254,          4,               21732
+05:24:02.19,-40:55:00.0,     +0.000231,          4,               30917
+19:44:26.86,-19:35:22.9,     +0.000229,          4,               90921
+08:26:52.38,-19:58:33.7,     +0.000228,          4,               42216
+08:55:48.26,-10:31:34.6,     +0.000224,          4,               43343
+09:44:07.49,-37:38:01.3,     +0.000223,          4,               45590
+04:27:50.59,-36:04:10.1,     +0.000219,          3,               26917
+11:47:35.47,-20:45:22.8,     +0.000219,          3,               56858
+13:31:54.22,-41:25:19.0,     +0.000216,          4,               68423
+02:30:38.54,-37:26:44.1,     +0.000214,          4,               15662
+19:45:14.33,-22:17:25.2,     +0.000209,          4,               90890
+09:03:07.05,-01:15:30.8,     +0.000204,          4,               43188
+14:57:08.09,-06:04:17.9,     +0.000195,          4,               77223
+07:00:37.89,-43:04:35.8,     +0.000194,          4,               39123
+21:03:18.58,-35:15:17.2,     +0.000191,          3,               97698
+08:59:43.37,-14:29:04.5,     +0.000173,          4,               43456
+04:58:49.99,-08:07:19.3,     +0.000171,          3,               28363
+04:22:19.02,-30:45:49.8,     +0.000171,          4,               26087
+01:11:03.70,-38:10:52.3,     +0.000163,          4,                7696
+18:32:34.14,-63:44:50.6,     +0.000163,          4,              134838
+11:16:26.21,-43:33:56.4,     +0.000156,          3,               54902
+09:15:26.62,-03:03:19.5,     +0.000153,          4,               44156
+19:16:52.97,-24:15:30.0,     +0.000145,          3,               88750
+21:40:39.16,-22:29:20.9,     +0.000143,          4,              103508
+23:23:29.77,-72:43:10.4,     +0.000134,          3,              115804
+07:24:07.82,-53:41:05.7,     +0.000134,          4,               39554
+17:19:38.97,-14:46:59.7,     +0.000130,          3,               84655
+07:31:08.80,-40:20:11.8,     +0.000126,          4,               39980
+21:45:04.55,-09:35:59.1,     +0.000120,          4,              103643
+09:41:58.16,-34:29:22.3,     +0.000119,          4,               45557
+15:14:55.01,-39:33:19.7,     +0.000116,          4,               77360
+14:56:37.09,-06:53:41.4,     +0.000115,          4,               77210
+05:08:16.49,-33:01:14.5,     +0.000112,          4,               28761
+03:56:09.43,-37:16:02.1,     +0.000110,          4,               23096
+22:56:37.75,-42:50:21.8,     +0.000109,          3,              135933
+15:36:06.88,-26:44:41.5,     +0.000106,          4,               79195
+16:56:25.63,-18:42:45.2,     +0.000105,          4,              121607
+23:50:41.61,-15:43:44.7,     +0.000104,          3,              132623
+13:22:28.46,-48:48:42.2,+9.664890E-005,          4,               65236
+08:53:42.80,-24:44:09.6,+9.477139E-005,          4,               43232
+17:05:29.60,-21:42:52.2,+9.271500E-005,          3,              136248
+00:14:22.35,-39:09:47.5,+9.000000E-005,          4,                1773
+13:35:48.93,-33:50:45.5,+8.925800E-005,          3,              128794
+18:20:00.02,-54:08:55.5,+8.770821E-005,          4,               86889
+17:02:27.77,-24:21:38.7,+8.547306E-005,          3,              136216
+08:56:18.14,-15:28:22.0,+8.186701E-005,          4,               43447
+20:04:00.81,-07:53:28.9,+7.662180E-005,          4,               91674
+20:03:26.52,-15:48:11.3,+7.340310E-005,          4,               92648
+08:43:29.60,-21:13:49.3,+6.994601E-005,          4,               42695
+08:43:29.25,-22:54:31.1,+6.866455E-005,          4,               42272
+13:41:59.75,-30:51:11.0,+6.517771E-005,          4,               68690
+01:53:34.01,-35:17:17.5,+5.507469E-005,          4,              117845
+12:53:30.68,-22:47:40.0,+5.352497E-005,          4,               62077
+04:41:58.04,-33:36:06.3,+5.099180E-005,          4,               26970
+10:16:50.53,-28:21:15.7,+4.765390E-005,          4,               48571
+11:44:57.85,-27:12:56.9,+4.598500E-005,          3,               56399
+20:31:44.70,-04:46:55.2,+4.515050E-005,          4,               94369
+08:44:28.34,-20:32:36.0,+4.374981E-005,          4,               42696
+16:12:57.15,-36:13:26.3,+4.279613E-005,          4,              134725
+07:19:39.17,-40:11:47.4,+4.000000E-005,          4,               39969
+08:57:54.68,-24:02:42.7,+3.612041E-005,          4,               43223
+22:50:24.84,-29:11:42.1,+3.588200E-005,          4,              111289
+01:02:05.11,-18:46:37.3,+3.537540E-005,          4,                7946
+13:16:30.10,-37:41:56.1,+2.524260E-005,          4,               65302
+14:53:18.36,-11:52:33.7,+2.238150E-005,          4,               76677
+09:27:58.69,-30:07:07.5,+2.014637E-005,          4,               45344
+06:53:59.91,-41:51:44.8,+2.000000E-005,          4,               38480
+17:08:59.54,-20:38:00.5,+1.764297E-005,          3,              117366
+04:38:34.20,-35:17:57.1,+1.478195E-005,          3,               26982
+09:02:23.22,-14:01:16.9,+1.415610E-005,          4,               43436
+00:01:31.40,-05:59:03.6,+1.367931E-005,          4,                 479
+13:31:53.87,-29:40:59.1,+1.096725E-005,          4,               67598
+09:46:45.90,-37:12:37.4,+8.821487E-006,          4,               46125
+15:55:27.52,-25:15:08.7,+6.526709E-006,          4,               80862
+09:47:45.25,-34:04:13.7,+3.218651E-006,          4,              119024
+07:04:23.11,-31:54:02.7, +0.000000E000,          4,              126210
+21:21:37.47,-75:59:32.0,-3.367692E-006,          3,               98759
+05:03:01.73,-39:45:44.3,-3.755093E-006,          4,               28477
+11:53:12.98,-51:14:23.4,-6.347895E-006,          3,               58096
+02:25:39.73,-39:05:03.6,-7.182403E-006,          4,               14959
+20:25:04.78,-23:20:08.4,-8.732095E-006,          4,               95380
+07:06:47.89,-39:55:31.6,-1.323223E-005,          4,               39220
+05:39:21.21,-19:25:06.5,-1.537800E-005,          4,               32001
+13:30:04.79,-14:55:40.9,-1.814960E-005,          3,               66454
+01:28:52.48,-23:39:43.1,-2.008677E-005,          4,                9354
+07:05:29.96,-47:13:10.3,-2.050400E-005,          3,              118601
+20:31:04.12,-20:58:48.5,-3.173950E-005,          4,              120984
+11:01:46.74,-79:26:57.8,-3.340840E-005,          3,               53645
+21:09:36.48,-27:48:30.7,-3.352762E-005,          4,               99288
+19:45:44.52,-34:59:47.4,-3.519655E-005,          3,               90322
+10:06:44.55,-41:40:45.3,-3.710388E-005,          4,               48421
+19:59:14.76,-21:50:19.8,-4.580617E-005,          4,               90957
+05:51:40.73,-20:44:40.1,-4.678965E-005,          4,               33183
+20:05:14.26,-54:45:18.5,-4.723667E-005,          4,               93980
+11:16:45.84,-42:31:17.3,-4.810095E-005,          4,               53461
+19:43:58.49,-40:52:22.9,-4.950166E-005,          3,               90982
+04:41:02.34,-09:15:56.3,-5.100529E-005,          4,              124367
+13:05:20.59,-28:02:19.5,-5.176663E-005,          4,               65895
+22:15:05.40,-26:15:35.2,-5.257130E-005,          4,              107342
+12:00:08.42,-23:30:39.0,-5.498528E-005,          4,               56892
+09:52:50.31,-33:44:42.8,-5.698204E-005,          4,              119017
